City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
444,Lazaro Cardenas,MX,2021-04-23 20:53:15,17.9583,-102.2,85.5,45,97,11.61,overcast clouds
445,Thunder Bay,CA,2021-04-23 20:53:15,48.4001,-89.3168,59.0,50,75,20.71,broken clouds
446,Jaisalmer,IN,2021-04-23 20:53:15,26.9147,70.9181,80.02,34,0,12.08,clear sky
447,Norsup,VU,2021-04-23 20:53:16,-16.0667,167.3833,82.92,76,55,9.48,broken clouds
448,Keti Bandar,PK,2021-04-23 20:53:16,24.1447,67.4497,81.1,78,0,12.75,clear sky
449,Baghmara,IN,2021-04-23 20:53:16,23.795,86.2085,80.64,17,3,1.92,clear sky
450,Khuzdar,PK,2021-04-23 20:53:17,27.7384,66.6434,71.89,32,0,3.49,clear sky
451,Ossora,RU,2021-04-23 20:53:17,59.2353,163.0719,31.8,93,100,5.55,overcast clouds
452,Turukhansk,RU,2021-04-23 20:53:17,65.8167,87.9833,23.49,91,41,12.08,scattered clouds
453,Cairns,AU,2021-04-23 20:51:57,-16.9167,145.7667,75.2,78,100,12.66,overcast clouds
454,Kokkola,FI,2021-04-23 20:53:18,63.8385,23.1307,34.0,100,90,8.05,light rain and snow
455,Nizwa,OM,2021-04-23 20:53:18,22.9333,57.5333,79.84,19,2,3.0,clear sky
456,Kargopol,RU,2021-04-23 20:53:19,61.5071,38.9456,46.15,90,100,8.3,overcast clouds
457,Taltal,CL,2021-04-23 20:53:19,-25.4,-70.4833,64.44,73,13,5.03,few clouds
458,Namatanai,PG,2021-04-23 20:53:19,-3.6667,152.4333,77.16,86,100,4.09,overcast clouds
459,Aklavik,CA,2021-04-23 20:53:19,68.2191,-135.0107,33.8,51,75,4.61,broken clouds
460,Grindavik,IS,2021-04-23 20:50:52,63.8424,-22.4338,46.4,87,90,19.57,overcast clouds
461,Baoqing,CN,2021-04-23 20:53:21,46.3317,132.2111,41.88,59,100,13.71,overcast clouds
462,Sechura,PE,2021-04-23 20:53:21,-5.5569,-80.8222,79.7,56,8,14.0,clear sky
463,Avera,US,2021-04-23 20:53:22,33.194,-82.5271,73.4,23,1,4.61,clear sky
464,Yinchuan,CN,2021-04-23 20:53:22,38.4681,106.2731,54.07,78,100,8.37,light rain
465,El Dorado,US,2021-04-23 20:53:22,38.7666,-120.5177,64.0,44,21,1.99,few clouds
466,Beira,MZ,2021-04-23 20:53:23,-19.8436,34.8389,73.4,83,20,5.84,few clouds
467,Ambon,ID,2021-04-23 20:53:23,-3.6954,128.1814,78.8,89,40,3.44,scattered clouds
468,Omboue,GA,2021-04-23 20:53:23,-1.5746,9.2618,78.21,89,92,5.86,overcast clouds
469,Biloela,AU,2021-04-23 20:53:24,-24.4167,150.5,58.62,41,68,7.23,broken clouds
470,Yambio,SS,2021-04-23 20:53:24,4.5721,28.3955,68.67,92,100,3.8,overcast clouds
471,Moyale,KE,2021-04-23 20:53:24,3.5167,39.0584,66.69,86,61,3.58,broken clouds
472,Manono,CD,2021-04-23 20:53:25,-7.3,27.4167,71.04,82,58,4.36,broken clouds
473,Deputatskiy,RU,2021-04-23 20:53:25,69.3,139.9,-1.19,92,28,3.51,scattered clouds
474,Balkanabat,TM,2021-04-23 20:53:25,39.5108,54.3671,64.47,55,62,6.51,broken clouds
475,Maumere,ID,2021-04-23 20:53:26,-8.6199,122.2111,79.32,79,28,5.61,scattered clouds
476,Sulechow,PL,2021-04-23 20:53:26,52.0836,15.6251,44.6,53,0,4.61,clear sky
477,Umm Lajj,SA,2021-04-23 20:53:26,25.0213,37.2685,84.54,42,4,5.26,clear sky
478,Honiara,SB,2021-04-23 20:53:27,-9.4333,159.95,79.79,83,46,1.72,scattered clouds
479,Buraydah,SA,2021-04-23 20:53:27,26.326,43.975,84.2,17,0,6.91,clear sky
480,Kattivakkam,IN,2021-04-23 20:53:27,13.2167,80.3167,84.2,79,40,4.61,scattered clouds
481,Bobcaygeon,CA,2021-04-23 20:53:28,44.5462,-78.542,62.6,31,20,17.27,few clouds
482,Beloha,MG,2021-04-23 20:53:28,-25.1667,45.05,70.81,77,27,8.88,scattered clouds
483,Gracac,HR,2021-04-23 20:53:28,44.3006,15.8547,57.2,30,0,9.22,clear sky
484,Rocha,UY,2021-04-23 20:53:29,-34.4833,-54.3333,66.52,83,1,9.73,clear sky
485,Srednekolymsk,RU,2021-04-23 20:53:29,67.45,153.6833,9.63,94,100,17.02,light snow
486,San Quintin,MX,2021-04-23 20:53:29,30.4833,-115.95,63.48,64,15,18.25,few clouds
487,Antsohihy,MG,2021-04-23 20:53:30,-14.8796,47.9875,72.79,92,96,3.62,overcast clouds
488,Muhos,FI,2021-04-23 20:53:30,64.808,25.9931,35.6,93,90,9.22,overcast clouds
489,Chardara,KZ,2021-04-23 20:53:30,41.2547,67.9692,56.12,50,76,7.23,broken clouds
490,Canavieiras,BR,2021-04-23 20:53:31,-15.675,-38.9472,76.86,80,38,5.32,scattered clouds
491,Sao Joao Da Barra,BR,2021-04-23 20:53:31,-21.6403,-41.0511,78.8,57,0,9.22,clear sky
492,Strezhevoy,RU,2021-04-23 20:53:31,60.7333,77.5889,35.6,51,0,8.95,clear sky
493,Sadovoye,RU,2021-04-23 20:53:32,47.7764,44.5089,51.31,74,41,8.81,scattered clouds
494,Sagana,KE,2021-04-23 20:53:32,-0.6667,37.2,64.27,92,94,1.77,light rain
495,Plotnikovo,RU,2021-04-23 20:53:32,55.0247,85.9436,33.8,34,0,8.95,clear sky
496,Novyy Urgal,RU,2021-04-23 20:53:33,51.0736,132.5642,28.56,60,0,4.05,clear sky
497,Katangli,RU,2021-04-23 20:53:33,51.7102,143.2326,29.39,96,100,10.22,snow
498,Matadi,CD,2021-04-23 20:53:33,-5.8167,13.45,76.08,95,99,1.72,overcast clouds
499,Whitehorse,CA,2021-04-23 20:49:51,60.7161,-135.0538,45.0,31,1,9.22,clear sky
500,Kavaratti,IN,2021-04-23 20:53:34,10.5669,72.642,83.44,73,14,8.16,few clouds
501,Itoman,JP,2021-04-23 20:53:34,26.1247,127.6694,68.0,83,75,16.11,broken clouds
502,Lorengau,PG,2021-04-23 20:53:34,-2.0226,147.2712,79.88,77,93,3.85,overcast clouds
503,Rundu,NA,2021-04-23 20:53:35,-17.9333,19.7667,64.42,39,24,6.73,few clouds
504,Nuuk,GL,2021-04-23 20:53:35,64.1835,-51.7216,32.0,86,90,2.3,overcast clouds
505,Khandyga,RU,2021-04-23 20:53:35,62.6667,135.6,8.04,88,88,3.51,overcast clouds
506,Salekhard,RU,2021-04-23 20:53:36,66.53,66.6019,29.08,96,76,6.58,broken clouds
507,Kimbe,PG,2021-04-23 20:53:36,-5.5502,150.1429,76.28,91,100,2.86,overcast clouds
508,Polyarnyy,RU,2021-04-23 20:53:36,69.1989,33.4478,32.0,74,75,6.71,light snow
509,Havoysund,NO,2021-04-23 20:53:37,70.9963,24.6622,33.8,80,75,13.8,light snow
510,San Clemente,US,2021-04-23 20:53:37,33.427,-117.612,63.0,79,31,1.99,scattered clouds
511,Sao Filipe,CV,2021-04-23 20:53:37,14.8961,-24.4956,72.34,73,47,10.07,scattered clouds
512,Ahipara,NZ,2021-04-23 20:51:51,-35.1667,173.1667,63.43,74,54,9.44,broken clouds
513,Resistencia,AR,2021-04-23 20:50:47,-27.4606,-58.9839,82.4,65,0,4.61,clear sky
514,Erbaa,TR,2021-04-23 20:53:38,40.6689,36.5675,53.6,87,0,10.36,clear sky
515,Ereymentau,KZ,2021-04-23 20:53:38,51.6199,73.1033,32.25,51,58,7.05,broken clouds
516,Roswell,US,2021-04-23 20:53:39,34.0232,-84.3616,69.01,32,1,3.44,clear sky
517,Ust-Kuyga,RU,2021-04-23 20:53:39,70.0167,135.6,0.21,99,100,4.36,overcast clouds
518,Manica,FR,2021-04-23 20:53:39,49.0,-1.1667,57.2,41,0,11.5,clear sky
519,Kanye,BW,2021-04-23 20:53:40,-24.9667,25.3327,61.29,31,1,6.46,clear sky
520,Nishihara,JP,2021-04-23 20:53:40,26.1842,127.7558,68.0,94,90,16.11,mist
521,Iskar,BG,2021-04-23 20:53:40,43.45,24.2667,51.8,62,75,9.22,broken clouds
522,Springdale,US,2021-04-23 20:53:40,36.1867,-94.1288,66.2,72,75,6.91,broken clouds
523,Shitanjing,CN,2021-04-23 20:53:41,39.2342,106.3439,50.18,91,100,13.2,moderate rain
524,Bongandanga,CD,2021-04-23 20:53:41,1.5,21.05,70.12,99,100,2.82,overcast clouds
525,Manokwari,ID,2021-04-23 20:49:26,-0.8667,134.0833,78.58,80,100,2.04,overcast clouds
526,Half Moon Bay,US,2021-04-23 20:53:42,37.4636,-122.4286,64.99,82,75,9.22,haze
527,Dingle,PH,2021-04-23 20:53:42,10.9995,122.6711,76.15,84,100,3.6,moderate rain
528,Estelle,US,2021-04-23 20:53:42,29.8458,-90.1067,75.2,69,75,20.71,broken clouds
529,Lakes Entrance,AU,2021-04-23 20:53:43,-37.8811,147.981,44.01,93,6,8.3,clear sky
530,Edson,CA,2021-04-23 20:53:43,53.5835,-116.4356,35.6,32,75,8.05,broken clouds
531,Viedma,AR,2021-04-23 20:53:44,-40.8135,-62.9967,68.83,41,58,7.58,broken clouds
532,Jieshi,CN,2021-04-23 20:53:44,22.8134,115.8257,71.38,84,1,10.87,clear sky
533,Santiago Del Estero,AR,2021-04-23 20:53:44,-27.7951,-64.2615,68.54,92,100,6.15,overcast clouds
534,Sulphur Springs,US,2021-04-23 20:50:34,33.1385,-95.6011,66.99,100,90,8.05,heavy intensity rain
535,Fort Walton Beach,US,2021-04-23 20:53:45,30.4058,-86.6188,71.6,68,90,5.75,overcast clouds
536,Tabou,CI,2021-04-23 20:53:45,4.423,-7.3528,81.48,82,98,8.7,overcast clouds
537,Camacari,BR,2021-04-23 20:53:45,-12.6975,-38.3242,80.6,78,75,6.91,moderate rain
538,Luba,GQ,2021-04-23 20:53:46,3.4568,8.5547,81.59,80,100,4.38,light rain
539,Kosino,RU,2021-04-23 20:53:46,58.4127,51.2782,41.4,91,40,6.98,scattered clouds
540,Praia Da Vitoria,PT,2021-04-23 20:53:46,38.7333,-27.0667,59.0,67,40,35.05,scattered clouds
541,Tongzi,CN,2021-04-23 20:53:47,28.7829,105.0877,68.59,96,100,4.34,light rain
542,Carballo,ES,2021-04-23 20:53:47,43.213,-8.691,64.4,77,20,4.61,few clouds
543,San Andres,CO,2021-04-23 20:53:47,12.5847,-81.7006,87.8,58,20,13.8,few clouds
544,Mutis,CO,2021-04-23 20:53:48,6.2262,-77.4044,82.54,77,94,5.01,light rain
545,Kashmor,PK,2021-04-23 20:53:48,28.4333,69.5833,79.05,20,0,10.16,clear sky
546,Kingsville,US,2021-04-23 20:53:48,27.5159,-97.8561,91.4,62,75,24.16,broken clouds
547,Arman,RU,2021-04-23 20:53:49,59.7,150.1667,28.09,89,92,3.69,overcast clouds
548,Killybegs,IE,2021-04-23 20:53:49,54.6333,-8.45,55.4,44,0,9.22,clear sky
549,Trairi,BR,2021-04-23 20:53:01,-3.2778,-39.2689,79.52,80,100,9.37,overcast clouds
550,Itaituba,BR,2021-04-23 20:53:49,-4.2761,-55.9836,89.6,66,20,2.98,few clouds
551,Baoro,CF,2021-04-23 20:53:50,5.6667,15.9667,67.6,96,100,0.58,light rain
552,Goderich,CA,2021-04-23 20:53:50,43.7501,-81.7165,55.4,47,14,9.22,few clouds
553,Puerto Escondido,MX,2021-04-23 20:51:19,15.85,-97.0667,88.18,50,100,8.95,overcast clouds
554,Puerto Carreno,CO,2021-04-23 20:50:07,6.189,-67.4859,97.72,32,77,3.22,broken clouds
555,Zambezi,ZM,2021-04-23 20:53:50,-13.5432,23.1047,68.41,57,31,3.94,scattered clouds
556,Blyznyuky,UA,2021-04-23 20:53:51,48.8578,36.5551,50.16,77,100,14.72,light rain
557,Taoudenni,ML,2021-04-23 20:53:51,22.6783,-3.9836,92.97,6,0,10.22,clear sky
558,Tiarei,PF,2021-04-23 20:53:51,-17.5333,-149.3333,84.2,65,75,4.61,light rain
559,Port Macquarie,AU,2021-04-23 20:53:52,-31.4333,152.9167,50.0,85,5,1.99,clear sky
560,Miyang,CN,2021-04-23 20:53:52,24.4042,103.4428,62.82,69,0,4.27,clear sky
561,Son La,VN,2021-04-23 20:53:52,21.3167,103.9,70.74,84,8,2.37,clear sky
562,Barmer,IN,2021-04-23 20:53:53,25.75,71.3833,81.0,35,1,16.55,clear sky
563,Atizapan,MX,2021-04-23 20:53:53,19.25,-99.55,78.8,15,75,5.75,haze
564,Safaga,EG,2021-04-23 20:53:53,26.7292,33.9365,78.8,29,0,13.8,clear sky
565,Salgar,CO,2021-04-23 20:53:54,5.965,-75.9654,66.2,72,75,4.61,broken clouds
566,Coahuayana,MX,2021-04-23 20:53:07,18.7333,-103.6833,87.8,25,1,11.5,clear sky
567,Sayyan,YE,2021-04-23 20:53:54,15.1718,44.3244,60.13,29,5,3.24,clear sky
568,Xichang,CN,2021-04-23 20:53:55,27.8964,102.2634,58.84,60,31,2.44,scattered clouds
569,Warri,NG,2021-04-23 20:53:55,5.5167,5.75,79.45,85,57,3.67,broken clouds
570,Eisenberg,DE,2021-04-23 20:53:55,50.9667,11.9,44.01,57,68,2.71,broken clouds
571,Svatove,UA,2021-04-23 20:53:56,49.4103,38.1503,50.22,81,100,10.6,light rain
572,Verkhoyansk,RU,2021-04-23 20:53:56,67.5447,133.385,2.35,97,91,2.08,overcast clouds
573,Skibotn,NO,2021-04-23 20:53:56,69.3913,20.2679,35.6,69,75,3.44,light snow
574,Guiratinga,BR,2021-04-23 20:53:56,-16.3494,-53.7583,77.14,49,0,4.59,clear sky
575,Byron Bay,AU,2021-04-23 20:53:57,-28.65,153.6167,52.0,93,1,6.22,clear sky
576,Chegdomyn,RU,2021-04-23 20:53:57,51.1167,133.0167,27.64,66,1,2.77,clear sky
577,Jalgaon,IN,2021-04-23 20:53:57,21.0167,75.5667,85.42,25,100,8.14,overcast clouds
578,Dakar,SN,2021-04-23 20:49:01,14.6937,-17.4441,69.8,88,75,13.8,broken clouds
579,Smoky Lake,CA,2021-04-23 20:53:58,54.1169,-112.4686,37.4,41,100,13.8,light rain
580,Wuwei,CN,2021-04-23 20:53:58,37.9281,102.6414,40.08,92,100,6.58,overcast clouds
581,Krasnovishersk,RU,2021-04-23 20:53:59,60.4078,57.082,38.44,97,100,3.2,overcast clouds
582,Dondo,MZ,2021-04-23 20:53:59,-19.6094,34.7431,73.4,83,20,3.69,few clouds
583,Opuwo,NA,2021-04-23 20:53:59,-18.0607,13.84,72.7,36,74,4.18,broken clouds
584,Jumla,NP,2021-04-23 20:53:59,29.2747,82.1838,45.66,79,92,6.2,overcast clouds
585,Mananara,MG,2021-04-23 20:54:00,-16.1667,49.7667,70.81,93,64,4.61,broken clouds
586,Hambantota,LK,2021-04-23 20:54:00,6.1241,81.1185,79.99,81,78,8.08,broken clouds
587,Kushiro,JP,2021-04-23 20:54:01,42.975,144.3747,40.26,79,91,10.74,overcast clouds
588,Muli,MV,2021-04-23 20:54:01,2.9167,73.5667,83.1,69,19,12.95,few clouds
589,Ayr,GB,2021-04-23 20:54:01,55.4627,-4.6339,51.01,57,0,2.3,clear sky
590,Pandan,PH,2021-04-23 20:54:02,14.0453,124.1694,77.99,86,70,3.58,broken clouds
591,Banjarmasin,ID,2021-04-23 20:54:02,-3.3244,114.591,73.4,94,34,1.14,light rain
592,Mwinilunga,ZM,2021-04-23 20:54:02,-11.7358,24.4293,61.41,84,3,3.71,clear sky
593,Abeche,TD,2021-04-23 20:54:03,13.8292,20.8324,88.47,13,50,10.51,scattered clouds
594,Cap-Aux-Meules,CA,2021-04-23 20:54:03,47.3821,-61.8597,35.6,87,100,21.85,overcast clouds
595,Valdivia,CL,2021-04-23 20:54:03,-39.8142,-73.2459,59.0,77,75,4.61,broken clouds
596,Manjacaze,MZ,2021-04-23 20:54:04,-24.7117,33.8828,64.99,95,100,1.79,light rain
597,Vardo,NO,2021-04-23 20:54:04,70.3705,31.1107,33.8,69,40,11.5,scattered clouds
598,Hirara,JP,2021-04-23 20:54:04,24.8,125.2833,72.23,74,96,23.44,overcast clouds
599,Penzance,GB,2021-04-23 20:54:05,50.1186,-5.5371,50.0,76,96,26.87,overcast clouds
600,Fereydunshahr,IR,2021-04-23 20:54:05,32.941,50.121,54.61,36,99,2.51,overcast clouds
601,Muros,ES,2021-04-23 20:54:05,42.7762,-9.0603,61.0,86,54,1.99,broken clouds
602,Dalbandin,PK,2021-04-23 20:54:06,28.8947,64.4101,77.63,8,0,4.7,clear sky
603,Frederikshavn,DK,2021-04-23 20:54:06,57.4407,10.5366,41.0,87,2,4.61,clear sky
604,Banyo,CM,2021-04-23 20:54:06,6.75,11.8167,67.68,85,51,4.12,broken clouds
605,Rozhyshche,UA,2021-04-23 20:54:07,50.9154,25.2691,39.0,78,85,4.0,overcast clouds
606,Caravelas,BR,2021-04-23 20:54:07,-17.7125,-39.2481,75.31,81,51,6.73,broken clouds
607,Oussouye,SN,2021-04-23 20:54:07,12.485,-16.5469,80.6,69,0,9.22,clear sky
608,Mitchell,US,2021-04-23 20:54:07,43.7094,-98.0298,53.6,54,90,17.27,overcast clouds
609,Ust-Maya,RU,2021-04-23 20:54:08,60.4167,134.5333,24.33,93,100,5.19,overcast clouds
610,Port-Gentil,GA,2021-04-23 20:54:08,-0.7193,8.7815,81.39,82,52,10.49,broken clouds
611,Shangzhi,CN,2021-04-23 20:54:08,45.2167,127.9667,49.86,85,100,4.72,overcast clouds
612,Praia,CV,2021-04-23 20:53:49,14.9215,-23.5087,71.6,68,20,18.41,few clouds
613,Mackenzie,CA,2021-04-23 20:54:09,55.2999,-123.1698,44.6,39,75,5.75,broken clouds
614,Azovo,RU,2021-04-23 20:54:09,54.6997,73.0237,30.2,47,0,2.24,clear sky
615,Panama City,PA,2021-04-23 20:52:17,8.9936,-79.5197,89.6,66,40,14.97,scattered clouds
616,Swellendam,ZA,2021-04-23 20:54:10,-34.0226,20.4417,50.0,93,77,4.61,broken clouds
617,At-Bashi,KG,2021-04-23 20:54:10,41.1702,75.8106,34.07,40,32,2.53,scattered clouds
618,Necochea,AR,2021-04-23 20:54:10,-38.5473,-58.7368,63.0,92,100,3.51,moderate rain
619,Pacatuba,BR,2021-04-23 20:54:11,-3.9842,-38.6203,82.99,78,20,8.05,few clouds
620,Kitgum,UG,2021-04-23 20:54:11,3.2783,32.8867,67.19,96,100,2.39,light rain
621,Lokosovo,RU,2021-04-23 20:54:11,61.1333,74.8167,33.76,87,28,8.99,scattered clouds
622,Belyy Yar,RU,2021-04-23 20:54:12,53.6039,91.3903,30.2,51,0,4.47,clear sky
623,Kaeo,NZ,2021-04-23 20:50:08,-35.1,173.7833,62.01,94,14,5.99,few clouds
624,Sur,OM,2021-04-23 20:54:12,22.5667,59.5289,86.25,33,0,16.89,clear sky
625,Clyde,US,2021-04-23 20:54:12,41.3042,-82.9752,62.01,33,100,1.01,overcast clouds
626,Islamabad,PK,2021-04-23 20:54:13,33.7104,73.1338,63.0,71,0,5.68,clear sky
627,Bend,US,2021-04-23 20:54:13,44.0582,-121.3153,64.4,13,1,3.44,clear sky
628,Mahibadhoo,MV,2021-04-23 20:54:13,3.7833,72.9667,83.23,73,31,12.59,scattered clouds
629,Fukue,JP,2021-04-23 20:54:14,32.6881,128.8419,64.6,78,97,11.14,overcast clouds
630,Pilar,BR,2021-04-23 20:54:14,-9.5972,-35.9567,78.8,83,0,6.91,clear sky
631,Comodoro Rivadavia,AR,2021-04-23 20:54:14,-45.8667,-67.5,55.4,71,40,2.3,scattered clouds
632,Chenghai,CN,2021-04-23 20:54:15,23.4632,116.768,69.8,78,0,5.59,clear sky
633,Yerbogachen,RU,2021-04-23 20:54:15,61.2767,108.0108,27.82,87,95,6.49,overcast clouds
634,Svay Rieng,KH,2021-04-23 20:54:15,11.0879,105.7993,78.01,85,99,5.14,overcast clouds
635,Gazojak,TM,2021-04-23 20:54:16,41.1875,61.4036,71.92,12,100,9.6,overcast clouds
636,Tabuny,RU,2021-04-23 20:54:16,52.7773,78.7896,33.6,66,3,7.52,clear sky
637,Henties Bay,NA,2021-04-23 20:54:16,-22.116,14.2845,63.0,86,6,5.91,clear sky
638,Palu,ID,2021-04-23 20:54:16,-0.8917,119.8707,73.92,94,59,3.18,broken clouds
639,Chara,RU,2021-04-23 20:54:17,56.9064,118.2631,17.92,78,20,3.06,few clouds
640,Okmulgee,US,2021-04-23 20:53:27,35.6234,-95.9605,66.2,63,90,14.97,light rain
641,Kusti,SD,2021-04-23 20:54:17,13.1629,32.6635,89.73,18,30,6.17,scattered clouds
642,Buin,CL,2021-04-23 20:54:17,-33.7333,-70.75,59.0,76,90,2.3,mist
643,Fort Saint James,CA,2021-04-23 20:54:18,54.4333,-124.25,48.47,35,67,4.38,broken clouds
644,Coaldale,CA,2021-04-23 20:54:18,49.7167,-112.6185,37.99,51,75,4.61,broken clouds
645,Termiz,UZ,2021-04-23 20:53:25,37.2242,67.2783,59.0,38,0,6.91,clear sky
646,Carutapera,BR,2021-04-23 20:54:19,-1.195,-46.02,78.04,90,82,5.46,moderate rain
647,Leua,SK,2021-04-23 20:54:19,48.2156,18.6071,45.0,59,1,7.0,clear sky
648,Tarut,SA,2021-04-23 20:54:19,26.5733,50.0369,80.6,41,0,3.44,clear sky
649,Pak Chong,TH,2021-04-23 20:54:19,14.708,101.4161,84.99,77,71,3.27,broken clouds
650,Horsham,GB,2021-04-23 20:54:20,51.064,-0.3272,46.4,66,0,9.22,clear sky
651,Mlalo,TZ,2021-04-23 20:54:20,-4.9333,38.9333,74.17,87,6,5.53,clear sky
652,Praxedis Guerrero,MX,2021-04-23 20:54:20,31.3667,-106.0167,75.0,8,1,16.11,clear sky
653,Marsh Harbour,BS,2021-04-23 20:54:21,26.5412,-77.0636,73.58,70,49,14.99,scattered clouds
654,Hare Bay,CA,2021-04-23 20:54:21,48.8499,-54.0148,44.6,45,48,13.8,scattered clouds
655,Mahuva,IN,2021-04-23 20:54:21,21.0914,71.7622,82.54,47,99,8.08,overcast clouds
656,Hay River,CA,2021-04-23 20:53:26,60.8156,-115.7999,21.2,58,100,12.66,overcast clouds
657,Mahebourg,MU,2021-04-23 20:54:22,-20.4081,57.7,78.8,78,75,10.36,light rain
658,Totness,SR,2021-04-23 20:54:22,5.8833,-56.3167,77.99,87,100,12.1,moderate rain
659,Phalombe,MW,2021-04-23 20:54:22,-15.8064,35.6507,61.16,91,3,1.92,clear sky
660,Kieta,PG,2021-04-23 20:54:23,-6.2167,155.6333,78.91,83,99,1.07,overcast clouds
661,Jacmel,HT,2021-04-23 20:54:23,18.2342,-72.5347,87.8,55,20,11.5,few clouds
662,Birnin Kebbi,NG,2021-04-23 20:54:23,12.4539,4.1975,94.78,26,97,6.89,overcast clouds
663,Inhambane,MZ,2021-04-23 20:54:24,-23.865,35.3833,68.99,81,68,4.59,moderate rain
664,Texas City,US,2021-04-23 20:54:24,29.3838,-94.9027,75.2,83,90,19.57,haze
665,Dukhovnitskoye,RU,2021-04-23 20:54:24,52.4828,48.2137,45.81,90,100,3.6,overcast clouds
666,Chifeng,CN,2021-04-23 20:54:25,42.2683,118.9636,50.29,77,100,5.41,overcast clouds
667,Baykit,RU,2021-04-23 20:54:25,61.67,96.37,26.56,94,74,2.42,broken clouds
668,Grand-Santi,GF,2021-04-23 20:54:25,4.25,-54.3833,76.82,96,93,4.18,moderate rain
669,Nadym,RU,2021-04-23 20:54:25,65.5333,72.5167,34.63,99,100,11.95,overcast clouds
